movieId,movielens_rating,movielens_rating_count
125,3.731,3625
126,2.305,1482
127,3.23,50
128,3.506,78
129,3.145,193
130,3.372,47
131,3.31,192
132,2.77,2178
133,2.7,20
134,3.641,39
135,3.005,6619
136,3.608,102
137,3.273,218
138,3.285,142
139,3.073,41
140,3.289,5049
141,3.514,23546
142,3.061,41
143,2.133,15
144,3.465,4517
145,3.283,15155
146,2.901,607
147,3.594,4866
148,2.899,371
149,3.683,1129
150,3.878,55940
151,3.529,12868
152,3.114,716
153,2.863,35288
154,3.795,3382
155,3.403,1289
156,3.517,1679
157,2.792,2705
158,2.912,14395
159,3.415,2463
160,2.603,15511
161,3.745,25270
162,3.998,6363
163,3.447,16327
164,3.459,4541
165,3.516,38488
166,2.897,800
167,3.158,79
168,3.079,12664
169,2.253,3514
170,3.221,8841
171,3.593,1428
172,2.763,13788
173,2.567,16833
174,2.446,2186
175,3.513,5468
176,3.846,2497
177,2.887,2399
178,3.379,504
179,2.747,1243
180,3.569,9714
181,1.961,2924
182,3.086,695
183,3.351,627
184,3.095,348
185,3.101,25669
186,2.88,11491
187,3.439,975
188,3.332,2656
189,3.002,332
190,3.624,1169
191,2.677,1759
192,3.058,78
193,2.259,8144
194,3.843,6060
195,3.084,3250
196,2.839,14662
197,3.041,110
198,3.422,9747
199,3.781,1837
200,2.837,346
201,3.029,367
202,3.088,480
203,3.154,5635
204,2.932,8795
205,3.505,1343
206,3.47,1028
207,3.366,5608
208,2.877,31329
209,2.82,755
210,2.891,500
211,3.588,590
212,2.576,487
213,4.016,1994
214,4.035,1000
215,3.939,8476
216,3.251,10728
217,2.725,1038
218,3.284,4264
219,3.615,678
220,2.473,352
222,3.535,5936
223,3.84,27906
224,3.438,8731
225,3.281,12836
226,2.795,44
227,3.065,4689
228,2.667,478
229,3.568,2532
230,3.585,7528
231,2.983,36802
232,4.029,6295
233,3.53,3607
234,2.664,3255
235,3.663,17428
236,3.317,12617
237,3.216,6442
238,3.163,855
239,3.121,4070
240,2.89,847
241,3.019,592
242,3.387,1108
243,2.507,470
244,2.391,306
245,2.958,265
246,4.025,10852
247,3.82,8030
248,3.015,3164
249,3.672,5045
250,3.081,1105
251,3.04,400
252,3.212,10334
253,3.514,31756
254,2.893,632
255,2.281,1070
256,2.691,10683
257,3.408,3975
258,2.625,1807
259,3.058,2057
260,4.1,85010
261,3.627,10899
262,3.769,4507
263,3.73,406
264,3.346,195
265,3.918,12026
266,3.506,17820
267,2.889,4334
268,3.316,749
269,3.482,606
270,3.175,1308
271,3.322,1271
272,3.745,7935
273,3.125,7626
274,2.826,1296
275,2.724,1611
276,2.979,5487
277,3.409,9590
278,3.013,1135
279,3.692,923
280,3.715,5164
281,3.671,3997
282,3.403,11523
283,3.083,240
284,2.824,34
285,2.339,84
286,2.041,111
287,3.235,326
288,3.262,26472
289,3.35,3301
290,3.979,4199
292,3.411,27883
293,4.094,41846
294,3.185,846
295,2.792,467
296,4.197,98409
297,3.098,264
298,3.496,257
299,3.722,2632
300,3.661,21085
301,3.518,464
302,3.753,1645
303,3.054,7435
304,3.189,724
305,2.698,3426
306,4.074,8183
307,3.982,7741
308,3.902,5896
309,3.652,452
310,2.793,258
311,2.652,82
312,2.611,1325
313,3.068,1494
314,3.847,4179
315,2.894,11413
316,3.381,35215
317,3.124,17903
318,4.405,102929
319,3.769,7586
320,3.268,323
321,3.764,932
322,3.669,3109
324,3.684,489
325,2.636,1059
326,4.085,1497
327,2.808,7533
328,3.162,2594
329,3.323,27773
330,2.817,1584
331,3.29,552
332,2.778,2301
333,3.37,12644
334,3.822,1645
335,3.237,409
336,2.855,294
337,3.747,19510
338,2.982,4843
339,3.496,24940
340,3.374,1499
341,3.6,406
342,3.509,11920
343,2.641,943
344,3.002,42728
345,3.648,10642
346,3.418,1160
347,3.436,1807
348,3.697,8210
349,3.655,31300
350,3.469,16467
351,3.299,3704
352,3.266,1377
353,3.516,18497
354,3.144,1264
355,2.414,10815
356,4.053,100296
357,3.641,30312
358,3.239,2335
359,3.265,275
360,2.721,2141
361,3.327,5425
362,3.373,7782
363,3.992,645
364,3.833,51518
365,3.164,1898
366,3.0,3065
367,3.187,40007
368,3.418,18685
369,3.313,1120
370,2.995,15893
371,3.264,4305
372,3.251,8367
373,3.773,3660
374,2.429,5703
375,3.281,254
376,3.276,11536
377,3.487,47210
378,3.123,2336
379,2.725,6142
380,3.496,47148
381,3.398,4970
382,3.031,5679
383,3.198,5234
384,2.967,762
385,3.555,127
386,2.822,377
387,2.655,723
388,3.544,546
389,3.498,205
390,3.428,970
391,3.147,426
392,3.321,285
393,1.913,2611
394,3.314,148
395,3.077,13
396,2.5,37
397,2.195,100
398,3.44,58
399,2.25,10
400,2.534,29
401,3.25,18
402,2.89,59
403,2.167,15
404,3.306,80
405,2.45,3708
406,3.104,67
407,3.267,2516
408,3.254,680
409,3.042,485
410,3.027,20166
411,2.785,123
412,3.563,4809
413,2.813,6514
414,2.613,930
415,2.81,3231
416,2.695,1799
417,3.518,3314
418,2.699,690
419,2.48,4680
420,2.755,15601
421,3.278,1832
422,3.233,1446
423,3.013,2447
424,2.719,803
425,3.473,880
426,3.109,3389
427,2.538,3421
428,3.828,5543
429,2.377,1552
430,2.34,265
431,3.72,10266
432,2.73,13005
433,2.911,1252
434,3.052,25769
435,2.581,14828
436,2.635,1338
437,2.599,1856
438,2.696,1088
439,2.636,59
440,3.597,19992
441,3.7,9667
442,3.094,20850
443,3.349,597
444,2.415,1342
445,2.877,1928
446,3.904,3887
447,2.518,227
448,3.555,3097
449,3.449,704
450,3.347,3059
451,3.05,639
452,3.558,1188
453,3.104,988
454,3.502,27224
455,2.618,9387
456,3.826,1016
457,3.97,57073
458,3.155,1081
459,2.777,1182
460,2.419,943
461,3.337,908
462,2.617,209
463,2.785,428
464,2.924,3441
465,3.266,757
466,2.944,14637
467,3.365,748
468,3.313,7444
469,3.269,1349
470,2.11,472
471,3.658,12016
472,2.872,726
473,2.315,1449
474,3.72,20399
475,3.918,9723
476,2.996,231
477,3.551,4545
478,2.406,283
479,2.933,1293
480,3.699,75233
481,3.326,5568
482,3.417,2769
483,3.765,618
484,2.789,788
485,2.819,15028
486,2.7,638
487,2.605,642
488,3.371,585
489,2.754,3076
490,3.357,3292
491,3.408,5538
492,3.656,3488
493,3.619,3973
494,3.352,12663
495,3.416,810
496,3.309,425
497,3.882,14593
498,2.82,389
499,2.77,410
500,3.392,39296
501,3.834,2363
502,2.278,3889
503,3.053,142
504,2.977,1218
505,2.511,1367
506,3.502,1503
507,3.528,3565
508,3.804,22912
509,3.684,17960
510,2.762,940
511,3.141,1688
512,2.923,1309
513,2.959,598
514,3.449,4795
515,3.895,11206
516,3.085,3507
517,3.13,3738
518,2.7,1260
519,2.199,5284
520,3.082,16363
521,3.321,2212
522,3.529,1420
523,3.653,933
524,3.536,8155
525,3.377,179
526,3.174,138
527,4.237,73849
528,2.774,932
529,3.842,11176
530,3.23,37
531,3.546,7845
532,3.068,6200
533,2.939,4103
534,3.89,4908
535,3.775,5818
536,3.281,767
537,3.156,3440
538,3.69,5205
539,3.51,32129
540,2.71,5074
541,4.11,46289
542,2.849,3722
543,3.231,12764
544,2.926,2320
546,2.078,6169
547,2.822,871
548,2.899,2904
549,3.887,1453
550,3.076,3378
551,3.742,26081
552,3.217,13547
553,3.71,16211
554,3.049,514
555,3.816,17743
556,3.962,1288
558,2.833,1759
559,3.045,55
560,3.064,39
561,3.444,225
562,3.781,6559
563,3.443,358
564,2.361,363
565,3.233,1016
566,2.763,154
567,3.32,451
568,3.568,391
569,2.941,1727
570,3.442,232
571,3.612,200
572,2.653,36
573,3.436,211
574,3.303,1416
575,2.996,3035
576,2.42,25
577,2.825,671
579,3.024,41
580,3.068,569
581,3.976,1938
582,3.337,135
583,3.58,293
584,3.074,27
585,2.658,9903
586,3.178,34648
587,3.442,32382
588,3.707,50442
589,3.962,68383
590,3.729,46771
591,2.118,34
592,3.41,49789
593,4.148,90330
594,3.575,20567
595,3.679,41342
596,3.481,14721
597,3.435,39189
598,3.53,168
599,3.946,3824
600,2.968,313
601,3.381,113
602,4.004,334
603,2.934,618
604,1.917,6
605,3.281,3685
606,2.576,1569
607,2.725,20
608,4.117,58031
609,2.997,2590
610,3.377,8208
611,2.518,1951
612,2.706,1649
613,3.616,2494
614,3.13,162
615,3.859,632
616,3.393,9559
617,3.586,573
618,2.751,364
619,2.544,723
620,3.33,47
621,3.609,334
623,3.086,35
625,3.25,30
626,2.853,646
627,3.519,1931
628,3.769,12797
629,3.077,26
630,3.328,221
631,2.735,2323
632,3.914,424
633,3.358,328
634,2.251,354
635,3.637,1121
636,2.908,38
637,2.83,5960
638,3.282,586
639,2.924,1157
640,2.965,3165
641,2.427,109
642,1.95,10
643,2.217,23
644,2.267,15
645,3.654,315
647,3.533,8207
648,3.411,42879
649,3.736,138
650,3.464,1360
651,2.522,45
652,3.096,83
653,3.217,15471
654,2.938,16
655,2.3,20
656,2.864,1246
657,2.583,42
658,3.0,49
659,3.759,562
660,3.017,119
661,3.302,11317
662,3.239,3037
663,3.359,3384
664,3.028,322
665,3.963,1499
666,3.457,198
667,2.519,1089
668,4.088,1074
670,4.102,879
671,3.674,6524
672,2.481,27
673,2.785,12859
674,2.987,3642
675,2.241,29
676,2.554,28
678,4.07,2739
679,3.394,99
680,3.545,1389
681,3.581,381
682,3.231,67
683,2.681,36
684,2.5,26
685,3.524,539
687,2.99,98
688,2.585,3030
690,3.315,84
691,3.048,1231
692,2.325,931
693,3.033,30
694,3.004,2815
695,3.159,848
696,3.148,128
697,2.775,1159
698,2.775,153
699,2.206,17
700,3.249,1273
701,3.211,116
702,3.761,498
703,2.844,363
704,2.825,1890
705,3.527,433
706,3.087,253
707,3.07,4672
708,3.389,15472
709,3.307,3214
710,2.726,1287
711,2.624,2212
712,3.466,190
713,3.416,137
714,3.88,4642
715,3.55,626
716,2.922,319
717,3.216,95
718,3.463,1248
719,2.963,8003
720,4.095,8612
721,3.0,18
722,3.62,349
723,3.269,39
724,3.099,9590
725,2.788,1591
726,3.134,543
727,3.146,24
728,3.804,3555
729,3.424,144
730,3.057,70
731,2.916,867
732,2.802,237
733,3.671,37001
734,2.592,60
735,3.518,1301
736,3.192,35315
737,2.096,4695
738,3.24,25
739,1.955,11
741,3.987,10719
742,2.746,2105
743,2.732,6511
744,2.973,37
745,4.095,13944
746,3.72,357
747,2.324,1111
748,3.169,5607
749,2.659,41
750,4.203,32830
751,3.447,178
752,2.817,41
753,3.297,514
754,2.936,384
755,3.358,155
756,3.197,114
757,3.56,317
758,3.111,27
759,3.862,366
760,3.676,1058
761,2.778,3961
762,2.395,10004
763,3.049,61
764,3.354,606
765,3.011,5395
766,3.447,1821
767,3.545,301
768,3.044,34
769,3.559,135
770,2.556,27
771,3.348,155
772,2.9,35
773,3.582,79
774,2.686,35
775,2.989,174
776,2.872,47
777,2.875,32
778,4.009,35303
779,2.842,519
780,3.381,57224
781,3.421,2143
782,2.873,2945
783,3.268,12497
784,2.721,16699
785,3.288,11611
786,3.139,17341
787,3.731,91
788,2.797,22021
789,3.087,52
790,3.514,108
791,3.584,113
792,2.979,48
793,3.207,116
794,3.385,104
795,3.182,107
796,2.967,46
797,3.343,115
798,2.834,3411
799,3.365,6670
800,4.054,7322
801,3.008,1750
802,3.457,14093
803,3.568,606
804,3.074,2276
805,3.695,12809
806,3.153,567
807,3.279,224
808,3.216,830
809,2.846,1422
810,1.815,2085
812,2.459,37
813,2.763,499
814,3.125,12
815,2.017,29
816,3.23,74
818,2.619,2962
819,3.448,58
820,2.852,71
821,2.946,46
822,3.186,35
823,3.386,180
824,3.798,393
825,2.792,24
826,2.25,24
827,3.098,164
828,3.114,1574
829,2.659,1937
830,3.093,6921
831,3.516,224
832,3.443,15696
833,2.709,1507
834,2.649,205
835,3.176,989
836,2.906,5197
837,3.451,7130
838,3.77,8314
839,2.733,4156
840,2.734,708
841,3.699,872
842,2.764,2123
843,3.298,57
844,3.751,167
845,3.387,71
846,3.51,414
847,2.851,114
848,3.66,2081
849,2.756,8850
850,3.513,273
851,3.496,1730
852,3.178,10937
853,3.286,112
854,3.703,241
855,2.778,36
856,3.384,56
857,3.245,47
858,4.317,66440
859,2.333,15
860,3.511,369
861,3.46,2707
862,3.608,365
864,3.278,88
865,3.29,100
866,3.72,6640
867,2.374,345
868,3.126,91
869,3.085,577
870,2.239,492
871,3.195,59
872,3.652,99
873,2.976,42
874,3.095,74
875,3.419,525
876,2.701,314
877,3.196,168
878,2.732,28
879,2.821,2380
880,2.469,5641
881,2.821,1183
882,2.979,839
884,3.274,53
885,2.662,653
886,3.049,1855
887,2.908,38
889,3.393,121
890,2.983,30
891,2.57,2211
892,3.722,1406
893,3.636,590
894,2.824,37
895,2.958,59
896,3.661,508
897,3.634,904
898,4.131,7445
899,4.045,12913
900,3.779,3332
901,3.608,1830
902,3.816,11835
903,4.117,19529
904,4.227,24883
905,4.115,5074
906,4.012,2475
907,3.918,950
908,4.187,20093
909,4.029,6921
910,4.048,13608
911,4.034,5117
912,4.195,32190
913,4.146,14190
914,3.895,11077
915,3.895,5858
916,4.046,7573
917,3.612,1146
918,3.719,2118
919,3.92,29260
920,3.804,16824
921,3.772,2487
922,4.196,9072
923,4.071,22920
924,3.995,35934
925,3.51,96
926,4.161,6068
927,3.928,979
928,4.064,5879
929,3.81,1121
930,4.147,5962
931,3.874,2628
932,3.809,2380
933,3.972,5728
934,3.457,3977
935,3.741,702
936,3.98,1601
937,3.641,580
938,3.591,1823
939,3.296,115
940,3.87,4299
941,3.572,1009
942,4.048,3235
943,3.799,1846
944,3.81,1137
945,4.035,2308
946,3.938,1730
947,4.023,2097
948,3.727,1861
949,3.89,2436
950,4.144,3837
951,4.08,4897
952,3.465,2595
953,4.039,18374
954,4.009,6583
955,4.005,5210
956,3.48,391
957,3.266,239
958,3.118,106
959,3.696,429
960,3.509,173
961,3.405,262
962,3.391,110
963,3.556,562
964,3.424,362
965,3.965,4207
966,3.452,136
967,2.789,178
968,3.662,9474
969,4.058,11693
970,3.485,436
971,3.926,3339
972,3.095,126
973,3.814,1036
974,3.407,145
975,3.017,30
976,3.497,467
977,2.0,10
979,3.105,43
980,3.101,144
981,2.597,217
982,3.632,608
983,2.667,21
984,2.683,238
985,3.3,55
986,3.511,2969
987,3.172,293
988,3.336,542
989,3.41,78
990,2.734,993
991,3.556,2647
992,2.711,275
993,3.488,243
994,3.995,5457
996,2.999,3480
997,3.534,223
998,3.204,879
999,3.288,3200
1000,3.101,233
1001,2.694,36
1002,3.514,143
1003,3.142,1666
1004,2.672,1658
1005,2.485,2227
1006,3.221,1562
1007,2.96,1872
1008,3.332,825
1009,3.144,2725
1010,3.083,2699
1011,2.748,1606
1012,3.546,3591
1013,3.435,4772
1014,3.377,1749
1015,3.285,4210
1016,3.127,1500
1017,3.515,3503
1018,3.089,1275
1019,3.549,6375
1020,3.274,7931
1021,2.835,3890
1022,3.549,11226
1023,3.751,3464
1024,3.182,1267
1025,3.558,6830
1026,3.237,133
1027,3.298,9446
1028,3.728,17710
1029,3.467,10545
1030,3.084,3502
1031,3.352,4691
1032,3.627,9981
1033,3.467,5397
1034,3.517,1663
1035,3.807,18122
1036,3.942,45553
1037,2.744,7443
1038,3.225,240
1039,3.017,58
1040,3.34,156
1041,4.047,5851
1042,3.452,8877
1043,3.013,1216
1044,3.32,516
1045,3.133,49
1046,3.951,1415
1047,3.426,9265
1049,3.401,5362
1050,3.758,1772
1051,3.566,1449
1052,3.375,48
1053,3.024,211
1054,3.49,793
1055,2.718,340
1056,3.461,748
1057,3.432,3479
1058,3.261,132
1059,3.542,12161
1060,3.826,10519
1061,3.635,9639
1062,3.044,80
1063,3.296,159
1065,3.0,21
1066,3.974,1477
1067,3.455,156
1068,3.653,366
1069,3.923,876
1070,3.114,70
1071,3.31,58
1073,3.716,32575
1075,3.41,128
1076,3.821,745
1077,3.829,7594
1078,3.702,4002
1079,3.826,22610
1080,3.987,27292
1081,3.513,4000
1082,3.625,1912
1083,3.469,1631
1084,3.868,10610
1085,3.656,1311
1086,4.033,7252
1087,3.384,268
1088,3.27,14112
1089,4.093,43730
1090,3.905,19876
1091,2.805,5649
1092,3.364,12968
1093,3.359,8116
1094,3.648,12703
1095,3.858,7205
1096,3.897,4042
1097,3.729,40585
1098,3.082,140
1099,3.825,2185
1100,2.857,5917
1101,3.42,24068
1102,2.614,79
1103,3.785,6659
1104,3.982,7208
1105,2.324,945
1106,2.615,39
1107,2.398,83
1109,3.0,14
1110,2.536,28
1111,3.956,1960
1112,3.398,393
1113,3.185,1092
1114,3.227,504
1115,2.951,41
1116,3.37,184
1117,3.657,267
1118,2.895,38
1119,3.143,182
1120,3.56,9830
1121,2.78,125
1122,2.969,16
1123,3.646,209
1124,3.683,4859
1125,3.628,5476
1126,2.638,3253
1127,3.675,20399
1128,3.098,2253
1129,3.411,10981
1130,3.218,2234
1131,4.103,3524
1132,4.063,3233
1133,3.577,104
1134,3.164,58
1135,3.093,4124
1136,4.136,46508
1137,3.199,73
1138,3.442,52
1139,3.056,27
1140,3.431,36
1141,2.5,6
1142,2.985,66
1143,3.395,62
1144,3.693,163
1145,3.508,60
1146,3.079,38
1147,4.126,3998
1148,4.112,17652
1149,3.238,61
1150,3.89,1664
1151,3.66,430
1152,3.456,206
1153,3.299,169
1154,3.365,130
1155,2.15,10
1156,3.383,60
1157,3.236,36
1158,2.821,14
1159,2.763,19
1160,3.156,45
1161,3.789,1613
1162,3.781,846
1163,3.373,244
1164,3.363,230
1165,3.0,38
1166,3.4,40
1167,2.91,877
1168,2.568,227
1169,3.872,309
1170,2.036,169
1171,3.706,3359
1172,4.13,10982
1173,3.48,3407
1174,3.121,112
1175,3.948,8405
1176,3.888,2187
1177,3.855,1874
1178,4.179,5490
1179,3.709,6821
1180,3.774,477
1181,3.04,99
1183,3.62,16746
1184,3.746,1084
1185,3.88,5936
1186,3.546,7403
1187,3.679,1210
1188,3.823,7902
1189,4.093,3126
1190,3.509,1740
1191,2.894,1638
1192,3.968,1443
1193,4.204,44592
1194,3.405,2847
1196,4.13,72151
1197,4.119,46957
1198,4.112,67408
1199,4.007,18702
1200,4.007,38846
1201,4.134,22922
1202,3.822,2077
1203,4.265,21863
1204,4.134,15772
1206,3.985,36818
1207,4.134,18785
1208,4.12,32518
1209,4.115,7227
1210,3.992,67496
1211,4.01,4387
1212,4.185,8823
1213,4.188,42003
1214,4.068,45211
1215,3.732,14379
1216,3.818,2040
1217,4.141,6350
1218,4.023,3132
1219,4.063,27027
1220,3.801,24039
1221,4.264,43111
1222,4.049,32501
1223,4.043,8854
1224,4.101,4819
1225,4.073,24986
1226,3.881,2453
1227,3.979,5925
1228,4.038,13049
1230,4.033,19323
1231,3.939,8323
1232,4.081,3905
1233,4.129,15804
1234,4.143,18416
1235,3.968,9462
1236,4.001,1054
1237,4.08,6657
1238,3.953,3342
1240,3.902,47131
1241,3.712,3413
1242,3.957,13152
1243,3.92,4477
1244,4.038,10130
1245,3.957,7280
1246,3.938,31035
1247,4.021,22319
1248,4.124,5718
1249,3.863,9868
1250,4.091,14726
1251,4.026,4322
1252,4.155,20730
1253,3.905,6897
1254,4.115,6377
1255,3.411,2343
1256,4.077,6391
1257,3.828,5784
1258,4.036,38640
1259,3.987,27367
1260,4.151,5728
1261,3.792,9858
1262,4.096,13217
1263,3.976,13621
1264,4.003,2701
1265,3.904,46512
1266,3.993,17593
1267,4.09,10028
1268,3.508,3309
1269,4.024,7650
1270,3.969,61879
1271,3.747,9797
1272,4.024,9065
1273,3.999,3267
1274,3.933,11622
1275,3.611,13311
1276,4.089,13466
1277,3.795,4196
1278,3.977,18311
1279,3.86,3064
1280,4.115,3664
1281,4.034,5484
1282,3.713,14154
1283,4.03,5840
1284,4.151,6665
1285,3.754,12600
1286,3.563,2374
1287,3.825,10165
1288,4.008,19492
1289,3.971,3422
1290,3.551,2627
1291,3.987,46401
1292,3.97,7154
1293,3.98,11078
1295,3.678,3605
1296,3.929,6778
1297,3.652,4776
1298,3.716,7199
1299,4.067,7712
1300,4.007,3690
1301,3.845,4273
1302,3.635,14286
1303,4.004,3918
1304,4.042,17587
1305,3.911,3312
1306,3.585,1148
1307,3.836,27362
1308,2.92,25
1309,3.235,34
1310,3.581,395
1311,2.552,163
1312,3.451,340
1313,2.777,119
1314,3.19,42
1315,3.356,66
1316,3.404,47
1317,3.183,330
1318,3.324,173
1319,2.979,24
1320,3.124,16179
1321,3.582,8866
1322,1.745,296
1323,1.63,442
1324,1.776,241
1325,1.7,280
1326,2.032,631
1327,2.942,3378
1328,1.822,272
1329,2.807,379
1330,2.833,1025
1331,2.903,442
1332,2.999,779
1333,3.737,13793
1334,3.126,3000
1335,1.926,229
1336,2.297,467
1337,3.479,724
1339,3.459,11331
1340,3.739,2683
1341,2.943,467
1342,3.033,4288
1343,3.548,10505
1344,3.785,4553
1345,3.482,10870
1346,3.002,1859
1347,3.347,9714
1348,3.863,4805
1349,3.183,123
1350,3.573,6814
1351,3.037,418
1352,2.997,792
1353,3.187,2215
1354,3.848,4354
1355,3.102,883
1356,3.655,22188
1357,3.861,8341
1358,3.999,14354
1359,2.591,4473
1360,3.257,68
1361,4.077,1863
1363,3.076,1752
1364,3.553,103
1365,3.825,1173
1366,3.397,2151
1367,3.022,10185
1368,3.267,45
1369,3.434,106
1370,3.457,19308
1371,3.1,10727
1372,3.328,11736
1373,2.85,8130
1374,3.707,18400
1375,3.262,11835
1376,3.514,14369
1377,3.145,15834
1378,3.285,7185
1379,2.987,3150
1380,3.308,18926
1381,1.973,3823
1382,2.753,1121
1383,2.252,149
1384,3.656,125
1385,3.14,7098
1386,2.8,40
1387,3.785,29265
1388,2.6,4957
1389,1.865,2149
1390,3.25,1701
1391,2.983,20793
1392,3.629,1773
1393,3.595,26643
1394,3.869,18065
1395,3.37,2289
1396,3.65,13275
1397,3.541,625
1398,3.136,867
1399,3.411,1545
1400,3.281,32
1401,3.524,1519
1404,3.226,673
1405,2.963,9590
1406,3.622,426
1407,3.305,19963
1408,3.718,13630
1409,3.038,6508
1410,3.012,764
1411,3.783,6151
1412,3.73,282
1413,3.546,378
1414,3.429,1684
1415,3.522,277
1416,3.153,5304
1417,3.112,785
1419,3.852,1598
1420,3.628,86
1421,3.042,190
1422,3.061,3054
1423,3.823,181
1424,2.885,26
1425,3.205,2282
1426,2.632,254
1427,2.578,804
1428,3.424,323
1429,3.297,3605
1430,3.176,204
1431,2.561,3391
1432,2.842,1448
1433,2.191,68
1434,3.067,60
1436,2.97,67
1437,3.663,353
1438,2.833,6725
1439,2.307,355
1440,2.786,758
1441,3.535,6353
1442,3.35,771
1443,3.229,24
1444,3.425,134
1445,2.312,1333
1446,4.0,2315
1447,3.277,647
1448,3.29,50
1449,3.923,6433
1450,3.728,302
1453,2.439,1652
1454,3.196,827
1455,3.062,177
1456,2.221,585
1457,3.089,3077
1458,2.998,230
1459,3.341,3884
1460,2.587,823
1461,2.795,2869
1462,2.524,21
1463,3.093,364
1464,3.748,5798
1465,3.502,1025
1466,3.816,13390
1467,2.645,31
1468,2.576,1213
1470,3.286,56
1471,3.367,94
1472,3.026,410
1473,2.891,235
1474,2.513,2059
1475,3.094,816
1476,3.343,6064
1477,3.299,366
1479,3.164,8758
1480,3.254,1963
1482,3.377,516
1483,3.102,3232
1484,3.694,1070
1485,3.253,22475
1486,3.372,90
1487,3.118,1788
1488,3.029,3786
1489,3.036,492
1490,1.987,338
1493,3.43,220
1495,1.434,770
1496,3.244,363
1497,2.28,867
1498,3.194,1249
1499,2.099,6943
1500,3.733,15667
1501,2.497,192
1502,3.346,269
1503,2.62,1351
1504,3.423,136
1507,3.382,393
1508,3.269,206
1509,3.438,208
1510,2.636,22
1511,3.404,156
1513,2.956,8766
1514,2.996,132
1515,2.661,4155
1516,3.475,466
1517,3.413,27589
1518,3.324,3330
1519,3.252,119
1520,2.758,151
1522,2.549,41
1523,2.843,362
1524,2.425,20
1525,2.434,348
1526,2.502,832
1527,3.786,40550
1528,2.828,29
1529,3.449,331
1531,3.293,75
1532,2.5,64
1533,3.764,358
1534,3.66,188
1535,3.507,757
1537,3.94,3981
1538,2.368,129
1539,3.169,301
1541,3.101,2245
1542,3.563,2232
1543,3.08,75
1544,3.012,19112
1545,3.85,643
1546,3.582,495
1547,3.2,292
1548,3.083,42
1549,2.98,127
1550,2.75,709
1551,2.553,323
1552,3.21,17747
1553,3.167,33
1554,3.498,1367
1555,3.463,67
1556,1.92,5893
1557,3.071,21
1558,2.656,32
1559,2.778,9
1561,2.912,40
1562,2.161,11686
1563,3.375,216
1564,3.585,277
1565,2.839,257
1566,3.454,9076
1567,2.839,84
1568,3.0,7
1569,3.274,11802
1570,3.157,347
1571,3.622,465
1572,3.769,974
1573,3.328,23875
1574,3.017,121
1575,3.472,158
1577,3.577,39
1578,2.625,20
1579,3.035,43
1580,3.594,48434
1581,2.781,663
1582,3.045,509
1583,2.705,273
1584,3.701,25896
1585,3.332,208
1586,2.925,7549
1587,3.263,8273
1588,2.693,4902
1589,3.291,5505
1590,3.02,8883
1591,2.639,6188
1592,2.333,1629
1593,2.897,1726
1594,3.657,2662
1595,1.721,991
1596,3.421,511
1597,3.334,11518
1598,2.874,948
1599,1.632,607
1600,2.837,680
1601,2.865,668
1602,1.985,456
1603,2.8,3469
1604,2.934,853
1605,2.59,951
1606,2.336,902
1608,3.313,17233
1609,3.024,810
1610,3.871,26219
1611,3.45,2958
1612,3.188,450
1613,3.111,247
1614,3.151,4797
1615,3.489,2846
